,NSC,CID,SMILES,MECHANISM,NAME
722,33568,89341,C1CCN(CC1)CC(C2=CC=CC=C2)C(=O)C3=CC=CC=C3,Other,3-Piperidino-2-phenylpropiophenone
723,33570,6184372,C1COCCN1C(CC(=O)C=CC2=CC=CC=C2)C3=CC=CC=C3,Other,"5-Morpholino-1,5-diphenyl-pent-1-en-3-one"
724,33574,24184220,CCCCCCCCCCCCCCCC1=NCC[N+]1(CCO)CCO.[Cl-],Other,"1,1-Bis(2-hydroxyethyl)-2-pentadecyl-4,5-dihydro-1H-imidazol-1-ium chloride"
725,33577,24184222,CCCCN(CCCC)C1=CC=C(C=C1)C(=N)C2=CC=C(C=C2)N(C)C.Cl,Other,"4-[4-(dibutylamino)benzenecarboximidoyl]-N,N-dimethylaniline;hydrochloride"
726,33669,6603320,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)OC)OC)OC)OC.Cl,Other,Emetine hydrochloride
727,33690,23398,CCN(CC)C1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)NC(=O)C,Other,"Colchicine, 10-demethoxy-10-(diethylamino)-"
728,33759,135538346,C1=CC(=C(C=C1Br)C=NNC(=O)C2=CC=NC=C2)O,Other,N'-(5-Bromosalicylidene)isonicotinic hydrazide
729,33762,135538347,COC1=CC=CC(=C1O)C=NNC(=O)C2=CC=NC=C2,Other,Pyridine-4-carboxylic acid N'-[(E)-2-hydroxy-3-methoxybenzylidene] hydrazide
730,33765,21123220,C1CCN(C(C1)CCl)CCCl.Cl,Other,1-(2-Chloroethyl)-2-(chloromethyl)piperidine hydrochloride
731,34046,6080793,CCC(=CC1=CC=C(C=C1)N(C)C)C2=CC=NC=C2,Other,"N,N-dimethyl-4-[(E)-2-pyridin-4-ylbut-1-enyl]aniline"
732,34060,54609242,CCN(CCCOC1=CC=CC=C1)CCN(CC)CCCOC2=CC=CC=C2.Cl,Other,"N,N'-diethyl-N,N'-bis(3-phenoxypropyl)ethane-1,2-diamine;hydrochloride"
733,34391,16219292,CCN1C=CC(=CC=CC2=CC=[N+](C3=CC=CC=C23)CC)C4=CC=CC=C41.[I-],Other,Kryptocyanine
734,34444,234474,C1=CC=C2C(=C1)N=C(S2)NC3=CC=C(C=C3)[N+](=O)[O-],Other,"n-(4-Nitrophenyl)-1,3-benzothiazol-2-amine"
735,34462,6194,C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl,DNA,Uracil mustard
736,34475,234498,CC12CCC3C(C1CC(C2)O)CC=C4C3(CCC(C4)OC)C,Other,3beta-Methoxy-androst-5-en-16beta-ol
737,34521,5743,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,Ho,Dexamethasone
738,34533,3512,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,Other,Gris-PEG
739,34541,234533,C(C(=O)NC(=O)N)I,Other,n-Carbamoyl-2-iodoacetamide
740,34656,234566,CN1CC2CC(C1)C3=CC=CC(=O)N3C2,Other,Caulophylline
741,34661,9285,C[N+]1=C2C=CC=CC2=NC3=CC=CC=C31.COS(=O)(=O)[O-],Other,Phenazine methosulfate
742,34749,54605247,CNC(CC1=CC=CC=C1)C2=C(C(=CC=C2)OC)O.Cl,Other,2-Methoxy-6-[1-(methylamino)-2-phenylethyl]phenol hydrochloride
743,34757,68060,CN1C2=CC=CC=C2C(=O)C3=C1C(=C4C(=C3OC)OCO4)OC,Other,Melicopidine
744,34780,135460716,C1=CC=C(C(=C1)C=NNC2=NC3=CC=CC=C3S2)O,Other,"2-{(E)-[2-(1,3-benzothiazol-2-yl)hydrazinylidene]methyl}phenol"
745,34864,234636,CC(=O)NC1=CC=C(C=C1)SC2=CC=C(O2)[N+](=O)[O-],Other,N-[4-(5-nitrofuran-2-yl)sulfanylphenyl]acetamide
746,34924,24184589,C1=CC=C(C=C1)C(C(=O)C2=CC=CC=C2)NC3=CC4=CC=CC=C4C=C3.Cl,Other,"2-(Naphthalen-2-ylamino)-1,2-diphenylethanone;hydrochloride"
747,34927,24184591,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])C4=CC=CC=C4.[Cl-],Other,"N-(2,3-dimethoxy-6-nitroacridin-9-yl)-N',N'-diethyl-2-phenylbutane-1,4-diamine;chloride"
748,34931,135421923,C1=CC=C2C(=C1)C(=CC(=C2O)N=NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)N=NC5=C(C6=CC=CC=C6C(=C5)S(=O)(=O)O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O.[Na+],Other,"2, 4,4'-[(1-Hydroxy-4-sulfo-2-naphthyl)azo]-, tetrasodium salt"
749,34949,234660,CCCCCCC(=O)C1=C(C2=CC=CC=C2C=C1)O,Other,1-(1-Hydroxynaphthalen-2-yl)heptan-1-one
750,35027,7717,CCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],Other,1-Dodecylpyridinium chloride
751,35049,16677988,CC(C)C1=CC=C(C=C1)C=C2C=C(OC2=O)C3=CC4=CC=CC=C4C=C3,Other,(3Z)-5-naphthalen-2-yl-3-[(4-propan-2-ylphenyl)methylidene]furan-2-one
752,35123,15690,C1(=C(N=C(N=C1Cl)Cl)Cl)Cl,Other,"2,4,5,6-Tetrachloropyrimidine"
753,35400,234810,C1=CC(=C(C=C1Cl)Cl)CSC(=N)N.C1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])O)Cl,Other,"(2,4-Dichlorophenyl)methyl carbamimidothioate;3,4,6-trichloro-2-nitrophenol"
754,35427,411628,C1COCC[N+]1(CC(=O)C2=CC=CC=C2)C3=CC=CC=C3,Other,"1-Phenyl-2-(4-phenyl-1,45-oxazinan-4-yl)ethanone"
755,35441,21144180,C[N+]1=C(C2=C(C=CC(=C2)N)C3=CC=CC=C31)C4=CC=CC=C4.[Br-],Other,8-Amino-5-methyl-6-phenylphenanthridin-5-ium bromide
756,35446,219163,C1CCN(CC1)C(CC(=O)C2=CC=CC=C2)C3=CC=CC=C3,Other,"Propiophenone, 3-phenyl-3-piperidino-"
757,35450,5351745,C1N2CN3CN1C[N+](C2)(C3)CC(=O)C4=CC=C(C=C4)C5=CC=CC=C5.[I-],Other,"1-(4-Phenylphenyl)-2-(3,5,7-triaza-1-azoniatricyclo[3.3.1.13,7]decan-1-yl)ethanone;iodide"
758,35468,234820,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)Br,Other,Podophyllotoxin bromide
759,35479,54602203,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)SC(=N)N.Br,Other,Podophyllotoxin isothiuronium bromide
760,35489,5351160,C1=CC=C2C=[N+](C=CC2=C1)CC(=O)C3=CC4=C(C=CC5=CC=CC=C54)C=C3.[I-],Other,2-[2-Oxo-2-(phenanthren-3-yl)ethyl]isoquinolin-2-ium iodide
761,35542,66548,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,Other,Xanthoxyletin
762,35563,411698,C1=C(OC(=C1)[Hg]Cl)[Hg]Cl,Other,"2,5-Bis(chloromercuri)furan"
763,35580,234858,C1=CC=C2C(=C1)NC3(S2)NC(=O)C(=O)C(=O)N3,Other,"Spiro(benzothiazole-2(3H),2'(1'H)-pyrimidine)-4',5',6'(3'H)-trione"
764,35587,234864,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O.C1=CC(=CC(=C1)S(=O)(=O)O)N,Other,"Leucanthone, m-aminobenzenesulfonate"
765,35617,54601070,C1=CC(=CC=C1N=NC2=CC3=C(C=C(C=C3C=C2)S(=O)(=O)O)S(=O)(=O)O)N=NC4=CC(=C(C=C4)C=CC5=C(C=C(C=C5)N=[N+](C6=CC(=C(C=C6)C=CC7=C(C=C(C=C7)N=NC8=CC=C(C=C8)N=NC9=CC1=C(C=C(C=C1C=C9)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)[O-])S(=O)(=O)O)S(=O)(=O)O.[Na+],Other,"sodium;[4-[(E)-2-[4-[[4-[(6,8-disulfonaphthalen-2-yl)diazenyl]phenyl]diazenyl]-2-sulfophenyl]ethenyl]-3-sulfophenyl]-[4-[(E)-2-[4-[[4-[(6,8-disulfonaphthalen-2-yl)diazenyl]phenyl]diazenyl]-2-sulfophenyl]ethenyl]-3-sulfophenyl]imino-oxidoazanium"
766,35676,135403797,C1=CC2=CC(=C(C(=C2C(=O)C(=C1)O)O)O)O,Other,"2,3,4,6-tetrahydroxy-5H-benzo[7]annulen-5-one"
767,35683,16683655,B(O)(O[Hg]C1=CC=CC=C1)O[Hg]C2=CC=CC=C2,Other,"Mercury, [mu-[orthoborato(2-)-O:O']]diphenyldi-"
768,35729,234897,CCOC1=C2CC3COC(=O)C3C(C2=CC4=C1OCO4)C5=CC(=C(C(=C5)OC)OCC)OC,Other,"4-ethoxy-9-(4-ethoxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"
769,35753,92156437,CCC(C1=CC(=C(C=C1)O)O)C(CC)C2=CC(=C(C=C2)O)O,Other,"Pyrocatechol,4'-(meso-1,2-diethylethylene)di-"
770,35767,76767,C=CCOC1=C(C=C(C=C1Br)Br)Br,Other,"Allyl 2,4,6-tribromophenyl ether"
771,35770,3033832,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Other,Clomiphene citrate
772,756698,3033832,CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Other,Clomiphene citrate
773,35790,65708,C1=CC=C2C(=C1)NC(=N2)CCC(=O)O,Other,Procodazole
774,35855,5355426,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)NC4=C(C(=O)C5=CC=CC=C5C4=O)Cl)NC6=C(C(=O)C7=CC=CC=C7C6=O)Cl,Other,"1,2-Bis[(3-chloro-1,4-dioxonaphthalen-2-yl)amino]anthracene-9,10-dione"
775,35915,234991,C1CN1CC(C(CN2CC2)O)O,Other,Erythritol aziridine
776,35949,235012,C1CS(=O)(=O)CCN1C2=CC=CC=C2CC(C3=CNC4=CC=CC=C43)C5=CNC6=CC=CC=C65,Other,"4-[2-[2,2-bis(1H-indol-3-yl)ethyl]phenyl]-1,4-thiazinane 1,1-dioxide"
777,35950,235013,C1=CC=C2C(=C1)C(=CC=C2Cl)CSC(=N)N.C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O,Other,"Isothiourea, 2,4-dinitro-"
778,36333,15789,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O,Other,Ethacridine lactate
779,758932,15789,CCOC1=CC2=C(C3=C(C=C(C=C3)N)N=C2C=C1)N.CC(C(=O)O)O,Other,Ethacridine lactate
780,36338,17671,CCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C.[Cl-],Other,Miripirium chloride
781,36354,84053,COC1=CC=C2C(=CC1=O)C(CCC3=CC(=C(C(=C32)OC)OC)OC)N.C(C(C(=O)O)O)(C(=O)O)O,Other,Desacetylcolchicine d-tartrate
782,36359,24184856,C1CCC2=C(C1)C=CC(=C2)C(=O)C[N+]3=CC=CC4=C3C=CC(=C4)Cl.[Br-],Other,"6-Chloro-1-[2-oxo-2-(5,6,7,8-tetrahydronaphthalen-2-yl)ethyl]quinolin-1-ium bromide"
783,36369,5351749,C1=CC=C2C=[N+](C=CC2=C1)CCCC[N+]3=CC4=CC=CC=C4C=C3.[Br-],Other,2-(4-Isoquinolin-2-ium-2-ylbutyl)isoquinolin-2-ium;bromide
784,36373,235235,COC1=CC(=CC(=C1OC)OC)C2C(C(C(C3=CC4=C(C=C23)OCO4)O)CO)CO,Other,"Naphtho[2,3-d]-1,3-dioxole-6,7-dimethanol,5,6,7,8-tetrahydro-5-hydroxy-8-(3,4,5-trimethoxyphenyl)-,(5R,6R,7R,8R)-"
785,36405,72311,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-],Apoptosis,Chelerythrine chloride
786,36407,72435,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,Other,Picropodophyllin
787,799342,72435,COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,Other,Picropodophyllin
788,36408,164791,CC(=O)OC1C2COC(=O)C2C(C3=CC4=C(C=C13)OCO4)C5=CC(=C(C(=C5)OC)OC)OC,Other,Podophyllotoxin acetate
789,36413,235244,CN1CCC2=CC(=C(C=C2C1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)CC5C6=CC(=C(C=C6CCN5C)OC)OC)O)OC)OC,Other,"4-[(6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl)methyl]-2-[4-[(6,7-dimethoxy-2-methyl-3,4-dihydro-1H-isoquinolin-1-yl)methyl]phenoxy]phenol"
790,36437,5355441,CC1=CCCC(C2CC(C(CC(=CCC1)C)OC(=O)C)C(=C)C(=O)O2)(C)O,Other,"Crassin, acetate"
791,46728,5355441,CC1=CCCC(C2CC(C(CC(=CCC1)C)OC(=O)C)C(=C)C(=O)O2)(C)O,Other,"Crassin, acetate"
792,36525,235292,CC(C)(C)C1=CC=C(C=C1)OCC2=NC3=C(N2)C(=O)N(C(=O)N3C)C,Other,"8-[(4-tert-butylphenoxy)methyl]-1,7-dihydro-1H-purine-2,6-dione"
793,36731,7215,CCN(CC)C(=S)SC(=S)N(CC)CC,Other,Sulfiram
794,36768,165441,COC1=CC=C(C=C1)C2=C(C(=C(C=C2)OC)OC)OC,Other,"2,3,4,4'-Tetramethoxy-1,1'-biphenyl"
795,36806,235431,C1CN2CCN1CC(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=C(C=C4)NC(=O)CN5CCN(CC5)CC(=O)NC6=CC=C(C=C6)S(=O)(=O)C7=CC=C(C=C7)NC(=O)C2,Other,"2,2,21,21-Tetraoxo-2lambda6,21lambda6-dithia-7,10,13,16,26,29,32,35-octazaheptacyclo[34.2.2.23,6.210,13.217,20.222,25.229,32]pentaconta-1(38),3(50),4,6(49),17(46),18,20(45),22,24,36,39,43-dodecaene-8,15,27,34-tetrone"
796,37168,67277,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-])O,Other,3-Hydroxy-3'-nitro-2-naphthanilide
797,37186,235600,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC=CC(=C3)C(F)(F)F)O,Other,3-Hydroxy-n-[3-(trifluoromethyl)phenyl]naphthalene-2-carboxamide
798,37187,67275,CC1=C(C=C(C=C1)Cl)NC(=O)C2=CC3=CC=CC=C3C=C2O,Other,5'-Chloro-3-hydroxy-2'-methyl-2-naphthanilide
799,37202,67241,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CC4=CC=CC=C4C=C3O,Other,3-Hydroxy-N-1-naphthyl-2-naphthamide
800,37248,235636,CC(C)CCN(CCC(C)C)CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)CN(CCC(C)C)CCC(C)C,Other,"Acetamide, N,N'-(sulfonylbis(4,1-phenylene))bis(2-(bis(3-methylbutyl)amino)-"
801,37249,235637,C1CCC(CC1)N(CC(=O)NC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)CN(C4CCCCC4)C5CCCCC5)C6CCCCC6,Other,2-(dicyclohexylamino)-N-[4-[4-[[2-(dicyclohexylamino)acetyl]amino]phenyl]sulfonylphenyl]acetamide
802,37261,235647,C1=CC(=CC=C1CC2=CC=C(C=C2)NC(=O)CCl)NC(=O)CCl,Other,"N,N'-[Methylenedi(4,1-phenylene)]bis(2-chloroacetamide)"
803,37364,65275,COC1=NC(=NC2=C1NC=N2)N,Other,2-Amino-6-methoxypurine
804,37379,135408522,CC(=NNC(=O)C1=CC=NC=C1)C2=CC=CC=C2O,Other,N'-[1-(2-hydroxyphenyl)ethylidene]isonicotinohydrazide
805,37388,95806,C1=NC2=C(N1)C(=NC=N2)NCCC(=O)O,Other,N(6)-(2-Carboxyethyl)adenine
806,37432,5367146,C1=CC=C(C=C1)C(=O)C=CC2=CC=CC=C2O,Other,2-Hydroxychalcone
807,37433,40492949,C1=CC=C(C(=C1)C(=O)C=CC2=CC(=C(C=C2)O)O)O,Other,"(Z)-3-(3,4-dihydroxyphenyl)-1-(2-hydroxyphenyl)prop-2-en-1-one"
808,37518,235783,CC1=CC=C(C=C1)S(=O)(=O)OCC#CCOS(=O)(=O)C2=CC=C(C=C2)C,Other,"But-2-yne-1,4-diyl bis(4-methylbenzenesulfonate)"
809,37600,235829,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)C(Br)Br)[N+](=O)[O-],Other,"2-(Dibromomethyl)-1-nitroanthracene-9,10-dione"
810,37608,75160,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC=C(C=C3)[N+](=O)[O-])O,Other,"2-Naphthalenecarboxamide, 3-hydroxy-N-(4-nitrophenyl)-"
811,37627,6699,C1=CC=C(C=C1)OC2=CC=CC3=C2C(=O)C4=C(C3=O)C(=CC=C4)OC5=CC=CC=C5,Other,"1,5-Diphenoxyanthraquinone"
812,37641,235856,CC12CC(C3(C(C1CC4C2(OC(O4)(C)C5=CC=CC=C5)C(=O)CO)CCC6=CC(=O)C=CC63C)F)O,Other,Tricinolone acetophenonide
813,37815,235925,C1=CC(=CC=C1NC(=O)CNC2=NC=CO2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)CNC4=NC=CO4,Other,"2-(1,3-oxazol-2-ylamino)-N-[4-[4-[[2-(1,3-oxazol-2-ylamino)acetyl]amino]phenyl]sulfonylphenyl]acetamide"
814,37876,54599458,CN(C)CCCOC1=C2C(=C(C=C1)OCCCN(C)C)C(=O)C3=CC=CC=C3C2=O.Br,Other,"1,4-Bis[3-(dimethylamino)propoxy]anthracene-9,10-dione;hydrobromide"
815,37888,24185141,CN(C)CCCOC1=CC=C(C=C1)NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC=C(C=C3)OCCCN(C)C)Cl.Cl,Other,"2,5-Dichloro-3,6-bis[4-[3-(dimethylamino)propoxy]anilino]cyclohexa-2,5-diene-1,4-dione;hydrochloride"
816,37889,235958,CN(C)CCCOC1=CC=CC=C1NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC=CC=C3OCCCN(C)C)Cl,Other,"2,5-Dichloro-3,6-bis[2-[3-(dimethylamino)propoxy]anilino]cyclohexa-2,5-diene-1,4-dione"
817,37895,235960,CN(C)CCOC1=CC=CC=C1NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC=CC=C3OCCN(C)C)Cl,Other,"2,5-Dichloro-3,6-bis[2-[2-(dimethylamino)ethoxy]anilino]cyclohexa-2,5-diene-1,4-dione"
818,37896,24185143,CC(CN(C)C)OC1=CC=CC=C1NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC=CC=C3OC(C)CN(C)C)Cl.Cl,Other,"2,5-Dichloro-3,6-bis[2-[1-(dimethylamino)propan-2-yloxy]anilino]cyclohexa-2,5-diene-1,4-dione;hydrochloride"
819,37898,235961,CN(C)CCOC1=CC=CC(=C1)NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC(=CC=C3)OCCN(C)C)Cl,Other,"2,5-Dichloro-3,6-bis[3-[2-(dimethylamino)ethoxy]anilino]cyclohexa-2,5-diene-1,4-dione"
820,37900,235963,CN(C)CCCSC1=CC=CC=C1NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC=CC=C3SCCCN(C)C)Cl,Other,"2,5-Dichloro-3,6-bis[2-[3-(dimethylamino)propylsulfanyl]anilino]cyclohexa-2,5-diene-1,4-dione"
821,37901,24185144,CN(C)CCCOC1=CC=CC(=C1)NC2=C(C(=O)C(=C(C2=O)Cl)NC3=CC(=CC=C3)OCCCN(C)C)Cl.Cl,Other,"2,5-Dichloro-3,6-bis[3-[3-(dimethylamino)propoxy]anilino]cyclohexa-2,5-diene-1,4-dione;hydrochloride"
822,37943,9561248,C1=CC=C(C=C1)CCON=CC2=CN=CC=C2,Other,O-Phenethylnicotinaldoxime
823,38007,236003,C1=CC=C2C(=C1)C(=O)C=C(N2)C3=CC=C(C=C3)Cl,Other,2-(4-Chlorophenyl)-4-quinolinol
824,38086,236063,CN1C=NC(=C1S(=O)(=O)OC2=CC=C(C=C2)Cl)[N+](=O)[O-],Other,4-Chlorophenyl 1-methyl-4-nitro-1h-imidazole-5-sulfonate
825,38087,81400,CN1C=NC(=C1S(=O)(=O)OC2=CC=CC=C2)[N+](=O)[O-],Other,5-Phenoxysulfonyl-1-methyl-4-nitroimidazole
826,38090,236065,CN1C=NC(=C1S(=O)(=O)OC2=CC=CC3=CC=CC=C32)[N+](=O)[O-],Other,Naphthalen-1-yl 3-methyl-5-nitroimidazole-4-sulfonate
827,38186,16683657,CCCCCCCC(=O)O[Hg]CC1COC(CO1)C[Hg]OC(=O)CCCCCCC,Other,"Mercury,5-diyldimethylene)bis[(octanoyloxy)-"
828,38270,412232,CC1C(C(CC(O1)OC2C(CC3=CC4=CC(=CC(=C4C(=C3C2=O)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC)O)OC(=O)C)C(C(=O)C(C(C)O)O)OC)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C(C)C)(C)O)O,Other,Bristol A-649
829,76411,412232,CC1C(C(CC(O1)OC2C(CC3=CC4=CC(=CC(=C4C(=C3C2=O)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC)O)OC(=O)C)C(C(=O)C(C(C)O)O)OC)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)OC(=O)C(C)C)(C)O)O,Other,Bristol A-649
830,38525,358899,CN(C)CC1CCCC(C1=O)CN(C)C.Cl,Other,"2,6-Bis-(dimethylaminomethyl)-cyclohexanone dihydrochloride"
831,619042,358899,CN(C)CC1CCCC(C1=O)CN(C)C.Cl,Other,"2,6-Bis-(dimethylaminomethyl)-cyclohexanone dihydrochloride"
832,38530,373400,CN(C)CC1CCCCCC(C1=O)CN(C)C.Cl,Other,"2,8-Bis[(dimethylamino)methyl]cyclooctan-1-one;hydrochloride"
833,38534,382272,CN(C)CC1CCCC(C1=O)CN2CCCCC2.Cl,Other,"Cyclohexanone, dihydrochloride"
834,38535,373396,C1CC(C(=O)C(C1)CN2CCOCC2)CN3CCOCC3.Cl,Other,"Cyclohexanone,6-bis(4-morpholinylmethyl)-,dihydrochloride"
835,38643,10971,C(#CC(=O)N)C(=O)N,Other,Cellocidin
836,65381,10971,C(#CC(=O)N)C(=O)N,Other,Cellocidin
837,38663,54605559,C1=CC(=C(C=C1C=C[N+](=O)[O-])Cl)Cl,Other,"Benzene,2-dichloro-4-(2-nitroethenyl)-"
838,38684,5351757,CC(C)C1C(COC(O1)C=CC2=CC=CC=C2)(C)C,Other,"5,5-dimethyl-2-[(E)-2-phenylethenyl]-4-propan-2-yl-1,3-dioxane"
839,38721,4211,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl,DNA,Mitotane
840,38732,3246138,CNC1=C(C(=NC=N1)SC2=NC(=NC3=C2NC=N3)N)[N+](=O)[O-],Other,2-amino-6-((5-(hydroxy(oxido)amino)-6-(methylamino)-4-pyrimidinyl)thio)-9H-purine
841,38733,3246139,C1=CC(=CC=C1C(=O)CSC2=NC(=NC3=C2NC=N3)N)Br,Other,2-((2-amino-9H-purin-6-yl)thio)-1-(4-bromophenyl)ethanone
842,38737,3246141,C1=CC=C(C(=C1)CSC2=NC(=NC3=C2NC=N3)N)[N+](=O)[O-],Other,"1H-Purin-2-amine, 6-[[(2-nitrophenyl)methyl]thio]-"
843,38743,236331,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)CCC(=O)O,Other,"3-(2,5-Dioxo-4-phenylimidazolidin-4-yl)propanoic acid"
844,38777,236350,C1=CC=C(C(=C1)C(CC(=O)O)C(=O)O)[N+](=O)[O-],Other,2-(2-Nitrophenyl)butanedioic acid
845,38887,3379405,CN1C=NC(=C1SC2=NC(=NC3=C2NC=N3)N)[N+](=O)[O-],Other,Thiamiprine
846,39135,236554,C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])SC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Other,2-Nitro-1-[2-nitro-4-(trifluoromethyl)phenyl]sulfanyl-4-(trifluoromethyl)benzene
847,39147,91467,CC1CC(CC(C1=O)C(CC2CC(=O)NC(=O)C2)O)(C)O,Other,Streptovitacin A
848,39199,236584,CN(C)CC(C1=CC=CC=C1)C(=O)CC2=CC=CC=C2,Other,"4-(Dimethylamino)-1,3-diphenylbutan-2-one"
849,39202,236587,C1CCN(CC1)CC2CCCC(C2=O)CN3CCCCC3,Other,"2,6-Bis(piperidin-1-ylmethyl)cyclohexanone"
850,39215,54605586,CNCC(C1=CC(=C(C=C1)O)O)SC.Cl,Other,"4-[2-(Methylamino)-1-methylsulfanylethyl]benzene-1,2-diol;hydrochloride"
851,39277,236633,C1=C(C(=O)NC(=O)N1)NCCCl,Other,5-(2'-Chloroethyl)aminouracil
852,39310,21144197,CC1=C2C(=C[N+]3=CC=CC=C13)C=CC4=CC=CC=C42.[Cl-],Other,"Naphtho(1,2-b)quinolizinium, 13-methyl-, chloride"
853,39351,236655,CC(C)NCCCNC1=C(C(=O)C2=CC=CC=C2C1=O)Cl,Other,"2-Chloro-3-[3-(propan-2-ylamino)propylamino]naphthalene-1,4-dione"
854,39356,236659,C1=CC=C2C(=C1)C(=O)C(=C(C2=O)Cl)NCCCN(CCCNC3=C(C(=O)C4=CC=CC=C4C3=O)Cl)C5=C(C(=O)C6=CC=CC=C6C5=O)Cl,Other,"2,2'-{[(3-Chloro-1,4-dioxo-1,4-dihydronaphthalen-2-yl)imino]bis(propane-3,1-diylimino)}bis(3-chloronaphthalene-1,4-dione)"
855,39367,236667,C=CCSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O,Other,"9H-Purine, 6-(allylthio)-9-beta-D-ribofuranosyl-"
856,39368,236668,CCSC1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O,Other,"2-(6-Ethylsulfanylpurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
857,39575,236731,CCCCOC(=O)C1=CC=C(C=C1)NC(=O)CCl,Other,Butyl 4-[(chloroacetyl)amino]benzoate
858,39661,3687,C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,Other,Dendrid
859,39688,213535,CC(C)NC(C)CC1=CC=CC=C1.Cl,Other,"Phenethylamine, N-isopropyl-alpha-methyl-, hydrochloride"
860,39779,5351763,C1=CC(=CC=C1C(=CC(=O)C(=O)O)O)Br,Other,4-(4-Bromophenyl)-4-hydroxy-2-oxobut-3-enoic acid
861,39789,54605179,C1=CC=C(C=C1)C(=O)C=CC2=CC(=CC=C2)[N+](=O)[O-].[Br-],Other,(Z)-3-(3-nitrophenyl)-1-phenylprop-2-en-1-one;bromide
